,match,bowling_team,BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB,match_id
10,Namibia VS Sri Lanka,Sri Lanka,Gerhard Erasmus,1,0,8,0,8.00,1,1,0,0,0,T20I # 1823
11,Namibia VS Sri Lanka,Sri Lanka,David Wiese,4,0,16,2,4.00,13,1,0,0,0,T20I # 1823
12,Namibia VS Sri Lanka,Sri Lanka,"1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos","1.4 to BKG Mendis, Straight up and Mendis falls early! Wiese brings his experience into play and gets his side that crucial wicket. Short of a length, Mendis' eyes light up as he gets about to play the pull. But that hurried onto him, and he could only get a top-edge with the ball ballooning up for the keeper to complete a comfortable catch. Wiese is elated.. 12/118.6 to PVD Chameera, And that's that! Chameera looks to swing this over deep midwicket but only finds the man in the deep. What a win for Namibia, as they secure a 55-run win!. 108/10 Previous NextSee all photos",T20I # 1823
13,Namibia VS Sri Lanka,Sri Lanka,Bernard Scholtz,4,0,18,2,4.50,10,1,0,0,0,T20I # 1823
14,Namibia VS Sri Lanka,Sri Lanka,"10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos","10.3 to PBB Rajapaksa, And Bhanuka is holes out at long on! The drinks break has brought about the breakthrough as it so often does, as Bhanuka comes down the track looks to get under this to go high and long. He only gets the height though, as La Cock completes a straightforward take.. 74/512.3 to PWH de Silva, Top edge and taken brilliantly at deep midwicket! Another one bites the dust, and this time it's Hasaranga, who looks to slog sweep this over deep midwicket but only gets a high top edge. Loftie-Eaton runs in from the ropes and holds on to an excellent diving take. Sri Lanka folding fast here.. 80/6See all photos",T20I # 1823
15,Namibia VS Sri Lanka,Sri Lanka,Ben Shikongo,3,1,22,2,7.33,6,3,0,0,0,T20I # 1823
16,Namibia VS Sri Lanka,Sri Lanka,"3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos","3.2 to P Nissanka, Got'em! Length ball on off, he looks to clear mid-on but does not time it at all. Miscues it straight to Smit at mid-on and now these are trouble times for Sri Lanka. Nissanka departs.. 21/23.3 to MD Gunathilaka, TWO IN TWO! Upset brewing? On a length tailing just a touch away from Gunathilaka, who opens the face of his blade but can get only a tickle to the keeper. The Namibians are ecstatic and why not. Gunathilaka comes and goes.. 21/3See all photos",T20I # 1823
17,Namibia VS Sri Lanka,Sri Lanka,JJ Smit,3,0,16,1,5.33,7,0,0,1,0,T20I # 1823
18,Namibia VS Sri Lanka,Sri Lanka,"15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9","15.2 to C Karunaratne, And now it's surely over! Chamika comes down the track to this back of a length ball and swings wildly. Ends up in a top edge down to long off running in. What a performance this has been from Namibia!. 92/9",T20I # 1823
19,Namibia VS Sri Lanka,Sri Lanka,Jan Frylinck,4,0,26,2,6.50,10,0,2,1,0,T20I # 1823
20,Namibia VS Sri Lanka,Sri Lanka,"6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos","6.3 to DM de Silva, Soft, soft dismissal and Frylinck now strikes! Nonchalant length ball on the pads that he could have worked anywhere. Instead, he flicks it straight into the hands of Shikongo, who can do no wrong today, at backward square leg and pouches it. SL in trouble.. 40/413.6 to MD Shanaka, And the captain goes! Is that the final nail in the coffin of Sri Lanka? This was a length ball on and Shanaka looks to go big, but only manages a top edge straight up. The keeper calls for it, and completes an excellent catch diving forward.. 88/7See all photos",T20I # 1823
